lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,roll_no,gender,race_ethnicity,parental_level_of_education,Cluster
0,0,47,53,86,60,246,std-7655,female,group E,some high school,1
1,1,27,64,96,66,253,std-7656,female,group D,associate's degree,5
0,0,73,76,60,48,257,std-7657,female,group E,associate's degree,1
1,0,68,80,91,61,300,std-7658,female,group C,high school,3
1,1,58,77,82,25,242,std-7659,female,group D,some high school,5
1,0,76,66,49,79,270,std-7660,female,group C,some college,3
1,1,84,59,60,61,264,std-7661,female,group C,high school,3
1,0,88,80,50,54,272,std-7662,female,group D,high school,5
1,0,79,44,76,29,228,std-7663,female,group C,some high school,3
1,0,56,56,77,63,252,std-7664,female,group B,some high school,1
0,1,56,52,73,37,218,std-7665,female,group C,some college,3
1,0,85,60,82,54,281,std-7666,female,group D,some college,5
1,0,57,68,80,92,297,std-7667,female,group C,master's degree,3
1,0,84,63,58,46,251,std-7668,female,group E,some college,1
0,0,48,64,78,78,268,std-7669,female,group C,master's degree,3
0,1,62,89,52,59,262,std-7670,female,group E,associate's degree,1
0,0,65,90,59,37,251,std-7671,female,group D,associate's degree,5
1,0,92,76,94,90,352,std-7672,female,group D,high school,5
0,0,58,96,48,49,251,std-7673,female,group C,some high school,3
1,0,86,85,79,69,319,std-7674,female,group C,some high school,3
0,1,55,71,77,47,250,std-7675,female,group C,associate's degree,3
1,0,56,94,63,74,287,std-7676,female,group C,some high school,3
1,1,56,33,100,100,289,std-7677,female,group D,some high school,5
1,1,59,79,70,41,249,std-7678,female,group A,master's degree,1
0,0,63,75,80,72,290,std-7679,female,group E,bachelor's degree,1
0,0,61,66,100,38,265,std-7680,female,group B,bachelor's degree,1
1,0,44,96,79,99,318,std-7681,female,group A,some college,1
0,0,61,71,100,44,276,std-7682,female,group D,associate's degree,5
1,1,81,64,100,98,343,std-7683,female,group B,some high school,1
1,1,67,65,57,60,249,std-7684,female,group C,some college,3
1,1,98,66,61,71,296,std-7685,female,group E,high school,1
0,1,85,62,60,63,270,std-7686,female,group E,some high school,1
0,1,42,71,94,48,255,std-7687,female,group C,some high school,3
1,1,66,62,57,83,268,std-7688,female,group B,master's degree,1
1,0,37,74,51,40,202,std-7689,female,group B,bachelor's degree,1
1,0,29,59,93,73,254,std-7690,female,group D,bachelor's degree,5
0,1,55,75,46,46,222,std-7691,female,group C,some college,3
1,0,76,37,74,66,253,std-7692,female,group C,some high school,3
0,1,85,23,79,60,247,std-7693,female,group C,some college,3
1,0,27,61,82,71,241,std-7694,female,group C,high school,3
1,1,60,47,74,80,261,std-7695,female,group C,bachelor's degree,3
1,0,58,55,98,75,286,std-7696,female,group D,high school,5
1,0,82,78,51,50,261,std-7697,female,group D,associate's degree,5
0,0,54,84,79,39,256,std-7698,female,group D,some college,5
0,1,77,54,97,27,255,std-7699,female,group E,bachelor's degree,1
1,0,52,31,89,66,238,std-7700,female,group B,some high school,1
1,0,75,97,79,54,305,std-7701,female,group C,some college,3
1,0,55,80,73,54,262,std-7702,female,group A,high school,1
1,0,61,100,70,65,296,std-7703,female,group B,some high school,1
1,1,73,51,92,71,287,std-7704,female,group C,high school,3
0,1,67,100,41,28,236,std-7705,female,group B,bachelor's degree,1
1,0,84,70,85,71,310,std-7706,female,group B,associate's degree,1
1,1,91,74,88,65,318,std-7707,female,group A,some college,1
1,1,96,54,53,96,299,std-7708,female,group B,some college,1
1,1,64,85,86,70,305,std-7709,female,group A,some high school,1
0,0,69,88,80,71,308,std-7710,female,group C,some high school,3
1,0,64,73,88,66,291,std-7711,female,group C,some high school,3
1,0,92,88,95,85,360,std-7712,female,group D,some college,5
1,0,69,69,70,62,270,std-7713,female,group B,associate's degree,1
1,0,38,92,50,49,229,std-7714,female,group D,high school,5
0,1,47,78,98,64,287,std-7715,female,group B,high school,1
1,0,72,100,62,85,319,std-7716,female,group E,high school,1
1,0,51,54,77,98,280,std-7717,female,group E,some college,1
1,1,78,52,75,84,289,std-7718,female,group A,high school,1
0,1,62,62,55,46,225,std-7719,female,group C,some college,3
1,0,67,66,49,67,249,std-7720,female,group C,associate's degree,3
1,0,73,41,81,43,238,std-7721,female,group D,some college,5
1,0,65,77,68,93,303,std-7722,female,group D,some high school,5
1,0,100,46,65,59,270,std-7723,female,group E,some high school,1
1,1,28,79,99,91,297,std-7724,female,group B,high school,1
1,1,78,66,100,86,330,std-7725,female,group D,master's degree,5
0,1,72,51,61,77,261,std-7726,female,group B,some high school,1
1,0,86,46,72,58,262,std-7727,female,group C,high school,3
1,0,73,47,77,87,284,std-7728,female,group C,some high school,3
1,0,50,66,78,67,261,std-7729,female,group B,some college,1
1,1,54,63,63,58,238,std-7730,female,group D,associate's degree,5
1,1,27,46,85,72,230,std-7731,female,group D,some college,5
1,1,72,85,75,62,294,std-7732,female,group A,some high school,1
1,0,74,73,73,49,269,std-7733,female,group B,associate's degree,1
0,0,43,62,64,82,251,std-7734,female,group C,master's degree,3
1,1,68,99,88,61,316,std-7735,female,group E,high school,1
1,1,71,55,66,100,292,std-7736,female,group C,some high school,3
0,0,75,66,89,75,305,std-7737,female,group B,high school,1
1,0,90,76,80,97,343,std-7738,female,group C,high school,3
1,0,34,85,33,70,222,std-7739,female,group B,some high school,1
1,0,67,87,40,82,276,std-7740,female,group D,bachelor's degree,5
1,1,73,63,64,84,284,std-7741,female,group C,some college,3
1,1,36,100,76,60,272,std-7742,female,group D,master's degree,5
0,1,74,54,95,76,299,std-7743,female,group D,high school,5
1,0,58,100,60,70,288,std-7744,female,group D,associate's degree,5
1,0,56,100,96,74,326,std-7745,female,group B,some college,1
0,0,76,73,79,60,288,std-7746,female,group B,high school,1
1,1,45,75,43,53,216,std-7747,female,group D,high school,5
1,1,59,72,66,68,265,std-7748,female,group B,high school,1
1,1,64,71,81,63,279,std-7749,female,group B,high school,1
1,0,33,72,66,88,259,std-7750,female,group E,some college,1
1,0,38,49,69,71,227,std-7751,female,group C,some high school,3
1,0,78,71,44,84,277,std-7752,female,group B,some college,1
1,0,74,91,72,73,310,std-7753,female,group D,bachelor's degree,5
1,1,57,82,82,64,285,std-7754,female,group B,associate's degree,1
0,0,76,100,73,78,327,std-7755,female,group C,associate's degree,3
0,0,55,62,72,71,260,std-7756,female,group D,some college,5
1,0,59,74,66,50,249,std-7757,female,group D,some college,5
1,1,36,36,95,68,235,std-7758,female,group C,associate's degree,3
1,0,66,90,90,76,322,std-7759,female,group D,some college,5
0,0,64,46,97,38,245,std-7760,female,group A,bachelor's degree,1
1,0,51,100,86,98,335,std-7761,female,group C,some high school,3
1,0,61,57,74,65,257,std-7762,female,group E,some college,1
1,0,27,70,100,80,277,std-7763,female,group D,associate's degree,5
0,0,100,96,63,48,307,std-7764,female,group D,some college,5
0,0,44,63,69,69,245,std-7765,female,group A,high school,1
0,1,66,100,69,93,328,std-7766,female,group B,bachelor's degree,1
1,1,61,100,93,66,320,std-7767,female,group E,some high school,1
1,1,67,69,75,94,305,std-7768,female,group E,associate's degree,1
1,1,50,46,78,74,248,std-7769,female,group B,some college,1
1,1,83,40,92,74,289,std-7770,female,group A,associate's degree,1
1,0,69,60,98,84,311,std-7771,female,group C,bachelor's degree,3
1,0,88,80,52,64,284,std-7772,female,group D,some high school,5
1,1,29,35,66,77,207,std-7773,female,group B,master's degree,1
1,0,62,30,63,81,236,std-7774,female,group C,associate's degree,3
0,0,57,69,58,70,254,std-7775,female,group B,bachelor's degree,1
0,0,57,67,83,26,233,std-7776,female,group C,some college,3
0,1,27,65,70,59,221,std-7777,female,group E,some high school,1
1,0,65,74,100,90,329,std-7778,female,group D,some high school,5
1,0,50,78,79,72,279,std-7779,female,group A,some college,1
1,1,30,89,69,100,288,std-7780,female,group A,some college,1
1,0,56,93,64,83,296,std-7781,female,group A,high school,1
1,0,62,44,100,79,285,std-7782,female,group D,some high school,5
1,1,89,50,83,80,302,std-7783,female,group E,some college,1
1,0,56,92,63,77,288,std-7784,female,group E,some college,1
1,1,34,60,79,66,239,std-7785,female,group C,associate's degree,3
1,1,85,77,77,88,327,std-7786,female,group E,some college,1
1,0,57,56,80,73,266,std-7787,female,group B,high school,1
1,1,71,53,94,64,282,std-7788,female,group E,some college,1
1,1,75,66,86,61,288,std-7789,female,group C,high school,3
1,0,75,82,87,40,284,std-7790,female,group E,some high school,1
1,1,81,49,34,70,234,std-7791,female,group C,some high school,3
1,0,82,67,68,57,274,std-7792,female,group C,some high school,3
1,0,73,57,46,77,253,std-7793,female,group C,some high school,3
1,1,70,28,81,48,227,std-7794,female,group C,associate's degree,3
1,1,36,67,42,75,220,std-7795,female,group C,bachelor's degree,3
1,0,70,80,52,78,280,std-7796,female,group A,associate's degree,1
1,0,82,83,86,61,312,std-7797,female,group B,associate's degree,1
1,0,52,31,97,61,241,std-7798,female,group E,high school,1
1,1,27,42,71,71,211,std-7799,female,group C,high school,3
1,0,27,74,100,68,269,std-7800,female,group C,master's degree,3
0,1,30,60,91,86,267,std-7801,female,group E,some high school,1
1,1,69,43,96,67,275,std-7802,female,group D,high school,5
1,1,58,91,92,81,322,std-7803,female,group B,bachelor's degree,1
0,0,59,85,81,81,306,std-7804,female,group B,some high school,1
0,0,54,82,65,60,261,std-7805,female,group D,high school,5
1,0,85,36,73,84,278,std-7806,female,group D,some high school,5
1,0,53,80,72,51,256,std-7807,female,group A,some college,1
0,0,46,49,80,76,251,std-7808,female,group D,some high school,5
1,1,43,92,73,87,295,std-7809,female,group D,high school,5
1,0,94,24,87,47,252,std-7810,female,group D,high school,5
1,1,79,23,99,76,277,std-7811,female,group B,bachelor's degree,1
1,0,62,93,81,85,321,std-7812,female,group D,some college,5
1,0,74,88,74,79,315,std-7813,female,group E,high school,1
1,1,33,65,78,90,266,std-7814,female,group C,associate's degree,3
1,0,55,96,40,84,275,std-7815,female,group C,associate's degree,3
1,0,37,89,86,76,288,std-7816,female,group D,some high school,5
0,1,70,63,73,79,285,std-7817,female,group C,high school,3
1,1,27,80,49,66,222,std-7818,female,group E,high school,1
1,0,41,75,85,67,268,std-7819,female,group D,some high school,5
1,1,95,74,98,66,333,std-7820,female,group C,high school,3
1,1,56,42,93,87,278,std-7821,female,group B,associate's degree,1
0,0,58,88,49,77,272,std-7822,female,group C,master's degree,3
1,1,28,23,57,53,161,std-7823,female,group D,bachelor's degree,5
0,0,64,75,72,75,286,std-7824,female,group B,some high school,1
1,1,78,58,92,32,260,std-7825,female,group D,associate's degree,5
1,0,69,60,62,51,242,std-7826,female,group B,some college,1
0,0,73,62,100,90,325,std-7827,female,group D,some college,5
1,1,72,35,65,70,242,std-7828,female,group E,associate's degree,1
1,0,47,61,70,64,242,std-7829,female,group C,high school,3
1,1,76,51,84,47,258,std-7830,female,group D,bachelor's degree,5
0,0,75,70,69,61,275,std-7831,female,group E,master's degree,1
1,1,61,88,98,69,316,std-7832,female,group B,some college,1
1,0,100,80,100,83,363,std-7833,female,group C,associate's degree,3
1,0,61,79,42,63,245,std-7834,female,group D,some college,5
1,1,74,67,78,86,305,std-7835,female,group C,high school,3
0,1,78,44,73,61,256,std-7836,female,group C,some college,3
0,0,67,84,72,62,285,std-7837,female,group C,master's degree,3
0,0,27,59,76,69,231,std-7838,female,group D,bachelor's degree,5
1,1,38,85,53,66,242,std-7839,female,group A,some high school,1
0,0,52,57,77,46,232,std-7840,female,group D,associate's degree,5
0,1,47,79,98,66,290,std-7841,female,group C,some college,3
0,1,31,60,65,77,233,std-7842,female,group D,some high school,5
1,1,54,39,62,76,231,std-7843,female,group C,some high school,3
0,0,58,78,77,47,260,std-7844,female,group D,some high school,5
1,0,69,45,49,65,228,std-7845,female,group E,associate's degree,1
0,0,87,53,46,85,271,std-7846,female,group E,some college,1
0,0,28,62,45,50,185,std-7847,female,group B,associate's degree,1
1,0,80,92,61,83,316,std-7848,female,group C,high school,3
1,0,88,78,96,63,325,std-7849,female,group D,some college,5
1,1,100,88,85,63,336,std-7850,female,group B,associate's degree,1
1,1,37,55,35,61,188,std-7851,female,group C,associate's degree,3
1,0,78,100,81,59,318,std-7852,female,group E,associate's degree,1
1,1,66,50,86,34,236,std-7853,female,group E,some high school,1
1,0,79,69,56,66,270,std-7854,female,group E,associate's degree,1
1,0,27,86,95,61,269,std-7855,female,group E,some high school,1
0,0,84,88,75,48,295,std-7856,female,group A,associate's degree,1
1,1,33,80,68,66,247,std-7857,female,group C,master's degree,3
1,1,62,76,87,68,293,std-7858,female,group B,associate's degree,1
1,0,28,71,100,66,265,std-7859,female,group D,high school,5
1,0,54,41,55,32,182,std-7860,female,group C,associate's degree,3
0,1,40,100,20,92,252,std-7861,female,group C,associate's degree,3
1,0,74,69,67,66,276,std-7862,female,group B,associate's degree,1
1,0,27,79,100,77,283,std-7863,female,group C,high school,3
1,0,63,94,58,70,285,std-7864,female,group E,high school,1
0,1,30,36,80,96,242,std-7865,female,group C,associate's degree,3
1,1,100,53,57,88,298,std-7866,female,group C,associate's degree,3
1,1,40,63,76,63,242,std-7867,female,group B,some college,1
1,0,73,56,71,37,237,std-7868,female,group B,high school,1
1,0,67,76,44,94,281,std-7869,female,group E,associate's degree,1
0,0,34,46,88,77,245,std-7870,female,group D,high school,5
1,1,69,30,57,83,239,std-7871,female,group C,bachelor's degree,3
1,1,87,40,93,90,310,std-7872,female,group D,some college,5
0,1,64,93,84,64,305,std-7873,female,group C,high school,3
0,1,59,23,79,59,220,std-7874,female,group C,some college,3
1,1,71,74,76,77,298,std-7875,female,group E,some high school,1
1,0,100,42,100,87,329,std-7876,female,group B,some high school,1
1,0,73,64,85,71,293,std-7877,female,group C,some college,3
1,0,63,100,64,55,282,std-7878,female,group C,some college,3
0,1,79,58,79,78,294,std-7879,female,group B,some high school,1
0,1,79,85,60,54,278,std-7880,female,group C,some high school,3
1,0,67,61,74,79,281,std-7881,female,group D,high school,5
0,0,97,81,99,70,347,std-7882,female,group E,associate's degree,1
0,1,52,86,71,51,260,std-7883,female,group D,associate's degree,5
1,0,90,45,67,100,302,std-7884,female,group C,some college,3
1,1,37,88,75,94,294,std-7885,female,group E,some college,1
0,0,91,100,84,59,334,std-7886,female,group D,high school,5
0,0,50,68,100,51,269,std-7887,female,group A,some college,1
0,0,60,72,97,61,290,std-7888,female,group D,high school,5
1,1,67,40,75,50,232,std-7889,female,group D,high school,5
0,0,78,73,61,65,277,std-7890,female,group D,high school,5
1,0,50,84,39,66,239,std-7891,female,group A,associate's degree,1
1,1,81,84,100,81,346,std-7892,female,group D,bachelor's degree,5
0,1,87,60,95,83,325,std-7893,female,group C,associate's degree,3
1,1,46,76,68,72,262,std-7894,female,group C,master's degree,3
0,0,58,67,67,74,266,std-7895,female,group C,some college,3
1,1,57,52,85,73,267,std-7896,female,group C,associate's degree,3
1,0,67,60,60,85,272,std-7897,female,group D,associate's degree,5
1,0,29,58,50,64,201,std-7898,female,group C,some high school,3
1,1,56,71,100,71,298,std-7899,female,group A,some college,1
1,1,38,91,79,98,306,std-7900,female,group D,master's degree,5
1,0,60,75,74,76,285,std-7901,female,group D,bachelor's degree,5
1,0,27,46,85,63,221,std-7902,female,group C,some high school,3
1,0,60,78,96,56,290,std-7903,female,group A,some high school,1
1,1,74,53,75,90,292,std-7904,female,group A,some high school,1
1,0,75,71,85,77,308,std-7905,female,group C,high school,3
1,1,65,77,100,35,277,std-7906,female,group D,high school,5
1,0,62,84,61,71,278,std-7907,female,group B,high school,1
0,0,62,75,85,80,302,std-7908,female,group E,high school,1
1,1,34,78,100,50,262,std-7909,female,group E,associate's degree,1
1,1,58,83,84,50,275,std-7910,female,group D,associate's degree,5
1,0,35,70,100,90,295,std-7911,female,group B,some college,1
0,1,75,84,100,42,301,std-7912,female,group E,master's degree,1
1,1,68,95,73,88,324,std-7913,female,group D,bachelor's degree,5
1,1,56,30,100,91,277,std-7914,female,group A,some college,1
1,1,73,43,65,37,218,std-7915,female,group D,some college,5
0,1,65,52,85,89,291,std-7916,female,group D,some college,5
1,1,69,72,88,51,280,std-7917,female,group C,associate's degree,3
1,0,62,51,71,41,225,std-7918,female,group E,bachelor's degree,1
0,0,70,86,99,73,328,std-7919,female,group E,some college,1
1,0,70,91,57,46,264,std-7920,female,group C,some high school,3
0,1,73,28,39,66,206,std-7921,female,group E,high school,1
1,0,57,96,76,82,311,std-7922,female,group E,some high school,1
1,0,70,86,53,78,287,std-7923,female,group D,some college,5
1,1,47,85,58,99,289,std-7924,female,group E,high school,1
1,0,27,45,74,92,238,std-7925,female,group A,high school,1
1,1,41,89,94,67,291,std-7926,female,group D,associate's degree,5
0,1,61,73,78,58,270,std-7927,female,group C,some college,3
1,0,53,80,79,96,308,std-7928,female,group D,some college,5
